delta_power,delta_power_abs,power_before_mean,power_before_std,steady_state_mean,steady_state_std,steady_state_max,steady_state_min,rise_time_seconds,time_of_day_hour,is_nighttime,direction,label
-51.20042305658376,51.20042305658376,617.7741935483871,9.16409543606407,566.5737704918033,2.201961371092014,569.0,563.0,60,19,0,0,Washer_Dryer
81.34849286092015,81.34849286092015,597.258064516129,109.27792327880793,678.6065573770492,94.59409401728429,1186.0,652.0,0,20,0,1,Fridge
48.829719725013206,48.829719725013206,567.6129032258065,9.735424727440293,616.4426229508197,3.0742185465791385,620.0,613.0,0,21,0,1,Freezer
67.68059227921734,67.68059227921734,226.51612903225808,14.32683023268333,294.1967213114754,7.841810318481202,302.0,284.0,0,23,1,1,Washer_Dryer
69.90269698572183,69.90269698572183,240.06451612903226,17.17931990091763,309.9672131147541,13.19086453208527,332.0,299.0,0,1,1,1,Fridge
-63.39450026441037,63.39450026441037,299.93548387096774,11.494739329713594,236.54098360655738,1.555353877116108,238.0,234.0,60,1,1,0,Washer_Dryer
-133.74563722897938,133.74563722897938,502.51612903225805,9.531949670247375,368.7704918032787,82.32119885801448,553.0,327.0,60,3,1,1,Freezer
-20.094658910629335,20.094658910629335,499.2258064516129,10.436186012841265,479.1311475409836,52.87515970341084,553.0,432.0,60,3,1,0,Washer_Dryer
156.9714436805923,156.9714436805923,243.25806451612902,115.2058932931053,400.2295081967213,278.8345622672235,864.0,235.0,0,7,0,1,Freezer
75.00370174510843,75.00370174510843,221.2258064516129,12.433046495581456,296.2295081967213,6.053630983751132,311.0,288.0,15,8,0,1,Washer_Dryer
-74.14066631411953,74.14066631411953,280.4193548387097,18.559407665742615,206.27868852459017,9.529132782404675,218.0,191.0,60,8,0,0,Fridge
41.97673188789,41.97673188789,171.58064516129033,9.563033666322932,213.55737704918033,4.887141598671403,222.0,209.0,0,9,0,1,Fridge
22.367530407191964,22.367530407191964,208.41935483870967,9.397780566170528,230.78688524590163,24.355091701803936,258.0,201.0,0,9,0,1,Freezer
-75.64780539397142,75.64780539397142,255.48387096774192,9.265962686959679,179.8360655737705,9.194527952118863,206.0,172.0,60,11,0,0,Fridge
126.89687995769432,126.89687995769432,155.70967741935485,22.53026638159892,282.60655737704917,6.960073487458281,293.0,274.0,0,11,0,1,Fridge
-93.79058699101,93.79058699101,534.7741935483871,15.622013693117701,440.9836065573771,25.47907102131649,478.0,408.0,60,12,0,0,Freezer
31.590163934426243,31.590163934426243,358.0,14.594519519326424,389.59016393442624,35.87867381847715,433.0,318.0,0,12,0,1,Washer_Dryer
978.1718667371761,978.1718667371761,1171.483870967742,493.8674836409556,2149.655737704918,439.0044375343641,2605.0,1645.0,0,12,0,1,Freezer
-48.53463775780011,48.53463775780011,395.38709677419354,12.93490734241994,346.8524590163934,7.0517989798674074,357.0,338.0,60,13,0,0,Freezer
-44.70386039132734,44.70386039132734,293.06451612903226,18.411835837980178,248.36065573770492,13.194737318195267,263.0,232.0,60,13,0,0,Washer_Dryer
-41.034373347435235,41.034373347435235,243.90322580645162,13.018844901935239,202.86885245901638,60.12694221667912,314.0,163.0,60,13,0,1,Washer_Dryer
-102.52723426758325,102.52723426758325,270.83870967741933,37.686511091895596,168.31147540983608,4.462962333124183,173.0,160.0,60,13,0,0,Fridge
60.117398202009525,60.117398202009525,204.16129032258064,11.081807235866505,264.27868852459017,1.1709134260764629,266.0,262.0,0,14,0,1,Fridge
-58.305129561078786,58.305129561078786,250.38709677419354,10.644802861349254,192.08196721311475,1.5842462136845306,194.0,190.0,60,16,0,0,Washer_Dryer
30.08302485457429,30.08302485457429,186.06451612903226,8.83906286085038,216.14754098360655,9.763599175122819,233.0,210.0,0,16,0,1,Freezer
62.808038075092526,62.808038075092526,199.29032258064515,13.545463074124601,262.0983606557377,7.1477383789857765,272.0,253.0,0,19,0,1,Fridge
-59.22263352723425,59.22263352723425,239.41935483870967,11.684103712732632,180.19672131147541,2.0479231116031316,184.0,178.0,60,19,0,0,Washer_Dryer
-164.66261237440506,164.66261237440506,367.5806451612903,198.3225527927587,202.91803278688525,4.099980007948059,209.0,198.0,60,20,0,0,Washer_Dryer
35.07191961924909,35.07191961924909,204.38709677419354,16.08244885862606,239.45901639344262,14.181647495374442,291.0,231.0,0,21,0,1,Fridge
72.42993125330511,72.42993125330511,237.2258064516129,13.715464939061441,309.655737704918,2.1747432484597606,313.0,307.0,0,21,0,1,Washer_Dryer
-47.47170809095715,47.47170809095715,243.2258064516129,8.97667227658949,195.75409836065575,1.5669049929177585,197.0,193.0,60,22,1,0,Fridge
62.60179799048123,62.60179799048123,182.70967741935485,15.119950503417876,245.31147540983608,6.813078069924435,264.0,238.0,0,0,1,1,Fridge
85.8926493918562,85.8926493918562,242.4516129032258,89.20008920387072,328.344262295082,105.50938113834577,723.0,293.0,0,0,1,1,Washer_Dryer
6.92173453199365,6.92173453199365,293.2258064516129,168.71449447264834,300.1475409836066,4.864278177262516,304.0,293.0,0,0,1,0,Washer_Dryer
48.945795875198314,48.945795875198314,187.19354838709677,9.071638421801984,236.13934426229508,1.9772269039005608,240.5,234.0,0,3,1,1,Freezer
75.20042305658384,75.20042305658384,219.2258064516129,15.250594911717062,294.42622950819674,2.2543218965167227,301.0,291.0,0,3,1,1,Washer_Dryer
-76.18085668958221,76.18085668958221,287.96774193548384,10.038206582744223,211.78688524590163,17.845741559354675,234.0,196.0,60,3,1,0,Fridge
164.5362242199894,164.5362242199894,214.70967741935485,101.01722412486134,379.24590163934425,228.3235026402746,759.0,242.0,0,8,0,1,Freezer
-79.5499735589635,79.5499735589635,254.4516129032258,13.316252500052757,174.9016393442623,4.773904474790654,183.0,167.0,60,8,0,0,Fridge
85.93125330512956,85.93125330512956,168.80645161290323,15.625661276329415,254.7377049180328,2.8615359473789725,261.0,251.0,0,9,0,1,Fridge
-47.27340031729244,47.27340031729244,259.3225806451613,9.339475705392294,212.04918032786884,2.060956327437959,215.0,209.0,60,11,0,0,Washer_Dryer
61.494976203067154,61.494976203067154,246.19354838709677,12.375834934362233,307.6885245901639,4.870116301166251,314.0,301.0,0,11,0,1,Washer_Dryer
-94.81967213114751,94.81967213114751,368.0,30.94834405909305,273.1803278688525,50.11071349080331,354.0,209.0,60,11,0,0,Fridge
65.91909042834479,65.91909042834479,185.06451612903226,13.358980709298066,250.98360655737704,1.2040460024252744,253.0,250.0,0,15,0,1,Fridge
169.59809624537283,169.59809624537283,207.48387096774192,146.71693175811757,377.08196721311475,325.8206712841676,998.0,205.0,0,16,0,1,Freezer
102.76255949233209,102.76255949233209,199.51612903225808,55.39847829904232,302.27868852459017,102.79107145849147,498.0,245.0,0,17,0,1,Fridge
-71.44473823373878,71.44473823373878,320.8709677419355,153.477195251821,249.4262295081967,4.291305226437299,256.0,245.0,60,17,0,0,Fridge
48.593865679534645,48.593865679534645,182.2258064516129,9.436488320766205,230.81967213114754,2.9972665142387735,235.0,225.0,0,17,0,1,Freezer
151.1041776837652,151.1041776837652,221.3548387096774,117.60996227278729,372.4590163934426,253.20825248337198,855.0,241.0,0,18,0,1,Freezer
62.70280274986777,62.70280274986777,197.8709677419355,15.274689163196026,260.57377049180326,11.27602030327107,280.0,252.0,0,20,0,1,Fridge
79.4056054997356,79.4056054997356,271.741935483871,167.09258266839885,351.1475409836066,219.2737889842722,1172.0,290.0,0,20,0,1,Freezer
-70.04019037546271,70.04019037546271,363.5483870967742,316.4392346838676,293.5081967213115,2.9699772772400808,298.0,290.0,60,20,0,0,Freezer
-56.76150185087258,56.76150185087258,276.5483870967742,9.643093243966272,219.78688524590163,10.99865863654649,229.0,201.0,60,20,0,0,Fridge
72.14754098360658,72.14754098360658,189.0,14.049911031746785,261.1475409836066,3.691594351016782,265.0,253.0,0,23,1,1,Washer_Dryer
51.88841882601798,51.88841882601798,240.19354838709677,10.084375223875497,292.08196721311475,1.5736907994394695,295.0,287.0,0,23,1,1,Freezer
-54.64093072448438,54.64093072448438,278.9032258064516,10.5683642339127,224.2622950819672,1.769196044764046,227.0,222.0,60,23,1,0,Fridge
-211.6700158646219,211.6700158646219,401.1290322580645,265.1222035132081,189.45901639344262,4.4965682117655135,197.0,184.0,60,1,1,0,Fridge
74.09413008989952,74.09413008989952,193.74193548387098,15.396899562218112,267.8360655737705,5.480816021569697,276.0,256.0,0,2,1,1,Washer_Dryer
54.10259122157589,54.10259122157589,239.25806451612902,10.082882332400407,293.3606557377049,2.5627640474381423,297.0,289.0,0,2,1,1,Freezer
-56.50290851401374,56.50290851401374,286.3225806451613,10.631359576818616,229.81967213114754,1.1181561715805692,232.0,228.0,60,2,1,0,Fridge
68.55314648334215,68.55314648334215,185.74193548387098,13.314072109202064,254.29508196721312,4.630853997176914,261.0,246.0,0,5,1,1,Washer_Dryer
101.0518244315177,101.0518244315177,194.16129032258064,78.8467275897542,295.21311475409834,169.90321899580542,619.0,206.0,0,8,0,1,Freezer
-75.43310417768379,75.43310417768379,246.58064516129033,13.273467754756446,171.14754098360655,5.918434662346034,180.0,165.0,60,10,0,0,Fridge
51.611845584346895,51.611845584346895,205.32258064516128,12.962476864072427,256.9344262295082,2.7256121786919505,261.0,254.0,0,10,0,1,Fridge
-181.38127974616606,181.38127974616606,379.741935483871,166.6272222141259,198.36065573770492,2.938439420765416,204.0,194.0,60,12,0,0,Freezer
92.82390269698573,92.82390269698573,379.258064516129,18.315690435499075,472.08196721311475,6.349002761503083,482.0,461.0,0,13,0,1,Washer_Dryer
-130.3691168693813,130.3691168693813,297.48387096774195,24.79229849199402,167.11475409836066,2.8988409215623734,173.0,164.0,60,13,0,0,Fridge
111.65044949762029,111.65044949762029,149.67741935483872,20.128565268914382,261.327868852459,4.585198328954483,269.0,258.0,0,13,0,1,Fridge
-54.230565838180866,54.230565838180866,261.93548387096774,11.633100715547188,207.70491803278688,2.8539111309165532,212.0,202.0,60,14,0,0,Washer_Dryer
70.41671073506083,70.41671073506083,241.41935483870967,14.08728550513639,311.8360655737705,2.7457866381594696,315.0,308.0,0,16,0,1,Washer_Dryer
-111.27287149656269,111.27287149656269,265.35483870967744,21.744805336902534,154.08196721311475,3.2725885878878467,158.0,149.0,60,16,0,0,Fridge
66.17874140666314,66.17874140666314,193.90322580645162,24.762006971312157,260.08196721311475,21.946370301234484,327.0,246.0,0,19,0,1,Fridge
-58.031729243786344,58.031729243786344,247.06451612903226,10.776318121606495,189.0327868852459,1.3034213071087708,191.0,187.0,60,19,0,0,Washer_Dryer
196.55790586991012,196.55790586991012,224.03225806451613,162.38790674820746,420.59016393442624,355.9903265094517,1099.0,233.0,0,20,0,1,Freezer
-339.2252776308831,339.2252776308831,575.258064516129,452.509076722367,236.0327868852459,2.4218946654410476,241.0,233.0,60,20,0,0,Freezer
88.58593336858803,88.58593336858803,212.74193548387098,111.77953531898865,301.327868852459,154.933289010838,815.0,249.0,0,22,1,1,Fridge
-40.80539397144369,40.80539397144369,295.8709677419355,231.82575956027605,255.0655737704918,7.400155071481085,270.0,249.0,60,22,1,0,Fridge
3.7414066631411913,3.7414066631411913,253.2258064516129,12.392765839847467,256.9672131147541,32.164145262032974,320.0,234.0,0,22,1,1,Freezer
-46.12638815441568,46.12638815441568,282.2903225806452,28.74044020584595,236.1639344262295,2.6844014098047535,241.0,232.0,60,22,1,0,Washer_Dryer
107.14331041776836,107.14331041776836,210.74193548387098,28.520130600373584,317.88524590163934,1.8357410915462065,320.0,315.0,0,23,1,1,Washer_Dryer
-128.31729243786356,128.31729243786356,309.64516129032256,15.723757793218038,181.327868852459,10.032815011210976,225.0,178.0,60,0,1,0,Washer_Dryer
-271.4521417239556,271.4521417239556,509.4193548387097,373.7796832532544,237.9672131147541,1.825442531869593,240.0,234.0,60,5,1,0,Freezer
-98.24695928080382,98.24695928080382,258.93548387096774,18.271900984610163,160.68852459016392,2.866711144654314,166.0,159.0,60,7,0,0,Fridge
-83.75885774722366,83.75885774722366,362.7096774193548,10.080322575483706,278.95081967213116,17.57785181178121,309.0,265.0,60,7,0,0,Washer_Dryer
86.17979904812273,86.17979904812273,282.96774193548384,14.938727904271149,369.1475409836066,5.746987806882752,383.0,361.0,0,8,0,1,Washer_Dryer
-147.90216816499205,147.90216816499205,304.96774193548384,77.49171304983425,157.0655737704918,2.3300132507421245,161.0,155.0,60,10,0,0,Fridge
129.7741935483871,129.7741935483871,172.2258064516129,23.61314560073033,302.0,2.345207879911715,308.0,299.0,0,10,0,1,Fridge
